Ano;Região;UF;Município;Código Município IBGE;CNPJ Município/SEDUC;Nome Escola;Código Escola;Rede Atendimento;Quantidade Alunos;CNPJ Executora;Nome Executora;Programa;Destinação;Valor Custeio;Valor Capital;Valor Total;Data Solicitação
2023;NORTE;AC;SENA MADUREIRA;1200500;'04033254000167;ESC LIBERDADE II;12027448;ADMINISTRAÇÃO PÚBLICA ESTADUAL;27;'08965743000108;COMITE EXECUTIVO LIBERDADE II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC PROFESSORA ENEZILIA PIRES;12027596;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;24;'12144486000110;COMITE EXECUTIVO CONSORCIO BARES;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC PROFESSOR RAIMUNDO JANARI DE SOUZA;12027600;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;23;'12143745000199;COMITE EXECUTIVO CONSORCIO BOM PRINCIPIO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04034583000122;ESC DR ZAQUEU MACHADO;12027871;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;145;'06335547000124;CONSELHO ESCOLARUNIDADE EXECUTORA DR ZAQUEU MACHADO;PDDE ESTRUTURA;PDDE ÁGUA 2023;22400;5600;28000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC JOSE MARINHO;12028010;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;20;'11410049000139;CONSELHO ESCOLAR OSVALDO TEIXEIRA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC INDIGENA INSTITUTO SAO JOSE;12028215;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;48;'08651900000100;CONSELHO ESCOLAR UNIAO DOS POVOS DA FLORESTA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC VISAO DE AGUIA;12028711;ADMINISTRAÇÃO PÚBLICA ESTADUAL;17;'12285234000101;COMITE EXECUTIVO CONSORCIO NOSSA SENHORA APARECIDA II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC PROFESSORA JOSEFA LIGIA;12028983;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;8;'15020402000125;COMITE EXECUTIVO CONSORCIO BERLIM RECREIO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC FRANCISCO FERNANDES DE CARVALHO;12029033;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;31;'14027160000139;CONSELHO ESCOLAR CONSORCIO FRANCISCO MARQUES BAYMA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;12/12/2023
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC JUELITA MEIRELES;12029319;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;10;'06256815000112;CONSELHO DAS ESCOLAS DE ZONA RURAL;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC FRANCISCO TURIANO DE FARIAS;12029670;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;23;'12113206000107;CONSELHO ESCOLAR CONSORCIO DA FLORESTA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;XAPURI;1200708;'04033254000167;ESC ESTRELA DA FLORESTA;12029939;ADMINISTRAÇÃO PÚBLICA ESTADUAL;19;'11604282000152;COMITE EXECUTIVO CONSORCIO CENTRAL DO ESPALHA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC INDIGENA PEDRO DE SOUZA WANINAWA;12030031;ADMINISTRAÇÃO PÚBLICA ESTADUAL;9;'04158237000156;COMITE EXECUTIVO CONSORCIO KATUKINA II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC AQUARIQUARA;12031780;ADMINISTRAÇÃO PÚBLICA ESTADUAL;11;'18951484000110;COMITE EXECUTIVO CONSORCIO JOAO CORDOVEZ;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC ANTONIO RODRIGUES DA SILVA;12031798;ADMINISTRAÇÃO PÚBLICA ESTADUAL;16;'18951484000110;COMITE EXECUTIVO CONSORCIO JOAO CORDOVEZ;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC JOSE BERNARDO PINHEIRO;12031801;ADMINISTRAÇÃO PÚBLICA ESTADUAL;14;'27311176000110;COMITE EXECUTIVO CONSORCIO SAO FRANCISCO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC SAO RAIMUNDO;12031810;ADMINISTRAÇÃO PÚBLICA ESTADUAL;20;'27311176000110;COMITE EXECUTIVO CONSORCIO SAO FRANCISCO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;CRUZEIRO DO SUL;1200203;'04033254000167;ESC SAO SEBASTIAO;12033588;ADMINISTRAÇÃO PÚBLICA ESTADUAL;24;'02903172000109;COMITE EXECUTIVO SAO SEBASTIAO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BUJARI;1200138;'04033254000167;ESC ARCO IRIS;12033685;ADMINISTRAÇÃO PÚBLICA ESTADUAL;13;'12013248000176;COMITE EXECUTIVO CONSORCIO ARCO-IRIS;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;JORDAO;1200328;'84306497000160;ESC FRANCISCA BATISTA;12033820;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;18;'14604055000115;CONSELHO ESCOLAR CONSORCIO ALTO TARAUACA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC CAMPO VERDE;12035424;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;30;'12398879000150;CONSELHO ESCOLAR CONSORCIO SAO FRANCISCO II;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;06/12/2023
2023;NORTE;AC;RIO BRANCO;1200401;'04033254000167;ESC ENCANTO DA FLORESTA;12040622;ADMINISTRAÇÃO PÚBLICA ESTADUAL;19;'12285202000106;COMITE EXECUTIVO CONSORCIO MONTE ALEGRE;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;FEIJO;1200302;'04005179000120;ESC PROFESSORA JOSEFA FERREIRA LEITAO;12041220;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;27;'14527390000167;COMITE EXECUTIVO CONSORCIO PARAIBA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BRASILEIA;1200104;'04508933000145;ESC LUIZA ALVES BEZERRA;12045829;ADMINISTRAÇÃO PÚBLICA MUNICIPAL;5;'12196854000174;CONSELHO ESCOLAR CONSORCIO GESILDA DE FREITAS PAIXAO;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
2023;NORTE;AC;BUJARI;1200138;'04033254000167;ESC DOM MANOEL II;12101222;ADMINISTRAÇÃO PÚBLICA ESTADUAL;10;'12012904000116;COMITE EXECUTIVO CONSORCIO LUZ DIVINA;PDDE ESTRUTURA;PDDE ÁGUA 2023;20000;5000;25000;
